community_id,tbrc_id,community_name,description
1461,NULL,Kagyu Thubten Chöling,"<p>
	Kagyu Thubten Ch&ouml;ling (KTC) is a dharma center in Wappinger Falls, New York. <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a> and his disciple Lama Norlha established it in 1978 during Kalu&#39;s third visit to North America. A retreat center was added in 1980. Three-year retreats have been hosted at KTC since 1982.</p>
"
1462,NULL,Sherabling,"<p>
	Sherabling is a Karma Kagyu monastery in Bir, Himachel Pradesh, India. It is the seat of the the <a href=""/biographies/view/Twelfth-Tai-Situ/TBRC_P855"">Twelfth Tai Situ</a>, who established it in 1975. It houses 1000 monks, maintains a monastic curriculum, and hosts three-year retreats.&nbsp;Palpung Yeshe Rabgyeling Nun Monastery is an affiliated nunnery located near Manali.&nbsp;</p>
"
1463,NULL,Sengchen Namdrak,"<p>
	Sengchen Namdrak is a hermitage and treasure site on the west bank of the Drichu River near Derge. It is considered one of the so-called Twenty-five Great Sites of Kham, the activity-aspect of the buddha attribute. <a href=""/biographies/view/Chokyur-Lingpa/TBRC_P564"">Chokyur Lingpa</a> and <a href=""/biographies/view/Khyentse-Chokyi-Wangpo/TBRC_TOLP13653"">Khyentse Chokyi Wangpo</a>&nbsp;sanctified it in February 1857.</p>
"
1464,NULL,Gagu Hermitage,"<p>
	Gagu is a hermitage up the Dopu Valley from <a href=""/geographies/view/Dzongsar-Monastery/TBRC_G213"">Dzongsar Monastery</a>. It was primarily developed by <a href=""/biographies/view/Ga-Lama-Jamyang-Gyeltsen/TBRC_P970"">Ga Lama Jamyang Gyeltsen</a> in the early twentieth century. <a href=""/biographies/view/Dezhung-Rinpoche/TBRC_P7679"">Dezhung Rinpoche</a> studied with Ga Lama there in the 1920s.&nbsp;</p>
"
1465,G3CN282,Drakmar Keutsang,"<p>
	Drakmar Keutsang is a meditation cave at the <a href=""/geographies/view/Chimpu/TBRC_G3528"">Chimpu</a> complex above <a href=""/geographies/view/Samye/TBRC_G287"">Samye</a>. It is said to have been the practice cave of <a href=""/biographies/view/Padmasambhava/TBRC_P4956"">Padmasambhava</a> and the site where he first taught the deities of the Eight Commands. Destroyed in the 1960&#39;s, it was reconstructed in the 1980&#39;s.&nbsp;</p>
"
1466,NULL,Drinyendong,"<p>
	Drinyendong is a sacred mountain to the west of Derge. It is a hermitage and treasure site of several nineteenth and twentieth-century mystics, including <a href=""/biographies/view/Dechen-Lingpa/TBRC_P1664"">Dechen Lingpa</a>, <a href=""/biographies/view/Chokgyur-Lingpa/TBRC_P564"">Chokgyur Lingpa</a>, and <a href=""/biographies/view/Tokden-Orgyen-Tenzin/TBRC_TOLP13659"">Tokden Orgyen Tenzin</a>.</p>
"
1467,NULL,Sengchen Namdrak Monastery,"<p>
	Sengchen Namdrak is a small Nyingma monastery below the <a href=""/geographies/view/Sengchen-Namdrak/TBRC_TOL1463"">Sengchen Namdrak</a> caves on the west bank of the Drichu River to the west of Derge.</p>
"
1468,NULL,Tsarashab Hermitage,"<p>
	Tsarashab was a hermitage in the Changra region of Derge that was used by Tokden Orgyen Tendzin, a twentieth-century Chod practitioner.</p>
"
1469,NULL,Garpa Ritro,"<p>
	Garpa Ritro is a small hermitage between Lhasa and Drak Yerpa. Its origin is not currently recorded, but it is known as the residence of the Ling incarnations from at least the time of the <a href=""/biographies/view/Fifth-Ling/TBRC_P27"">Fifth Ling</a>. The Vajrabhairava sādhana he composed was published at the associated <a href=""/geographies/view/Garpa-Ritro-Printing-House/TBRC_G2CN10859"">Garpa Ritro Printing House</a>&nbsp;(established circa 1875) at the hermitage.&nbsp;&nbsp;</p>
"
1470,NULL,Birla House,"<p>
	Birla House, presently known as Temple Tree, is located in Happy Valley, Mussoorie, northern India. The Dalai Lama and his entourage stayed at Birla House after fleeing Tibet in 1959.&nbsp;</p>
"
1471,NULL,Chopra House,"<p>
	Chopra House, a private residence in Upper Dharamsala, India, was the home of the <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a> for most of his life. He named it Lobzang Chokyi Kyetsel (blo bzang chos kyi skyes tshal), or Tsongkhapa&#39;s Teaching Grove. The Indian government offered a portion of the building for Ling&#39;s residence in 1960.&nbsp;</p>
"
1472,NULL,Drepung (India),"<p>
	Upon arriving in India from Tibet, monks of Drepung were temporarily housed with Buddhist monks from all schools and monasteries at <a href=""/geographies/view/Tosam-Tardo-Ling/TBRC_TOL1473"">Tosam Tardo Ling</a> at Buxa Duar from 1959-1969. The monks were later relocated to South India in 1969, where they reestablished the Drepung Monastery in exile. Modelled after Drepung, one of the three great monasteries in central Tibet, its monastic colleges Loseling and Gomang are attended by thousands of monks.&nbsp;</p>
<p>
	&nbsp;</p>
"
1473,NULL,Buxa Chogar Tosam Tardo Ling,"<p>
	Tosam Tardo Ling College for the Preservation of Buddhist Culture was a school established in Buxa Duar, northern India, in the 1960s to provide education to resently resettled monks from Tibet. The education model was based on western and Indian systems instead the traditional Tibetan model. Unprecedented in Tibetan history, Tosam Tardo Ling was a community of Tibetan monastics from all Buddhist traditions, headed by eight abbots.</p>
"
1474,NULL,Ganden Tritok Khang (India),"<p>
	Ganden Tritok Khang, is located at Ganden Monastery in-exile, in Karnataka, India. It is the office of the Throne Holders, or Tripa, of Ganden Monastery, who, as successors to <a href=""/biographies/view/Tsongkhapa-Lobzang-Drakpa/TBRC_P64"">Tsongkhapa Lobzang Drakpa</a>, are considered the leaders of the Geluk tradition.&nbsp;</p>
"
1475,NULL,Ganden Pelgye Ling,"<p>
	Ganden Pelgye Ling is a Geluk monastery in Bodh Gaya, India. It was founded in 1938. In 1978 a renovated protector chapel was consecrated by the <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a>, who was appointed abbot in 1965. Since 1998, it is considered a branch of <a href=""/geographies/view/Namgyel-Monastery/TBRC_G4249"">Namgyel Monastery</a>.&nbsp;</p>
"
1476,NULL,Chokhor Ling,"<p>
	Chokhor Ling is a monastery in Rikon, Switzerland that was consecrated in 1968 by <a href=""/biographies/view/Trijang-Rinpoche/TBRC_P2596"">Trijang Rinpoche</a> and <a href=""/biographies/view/Ling-Rinpoche/TBRC_P4559"">Ling Rinpoche</a>, the two principal tutors of the Fourteenth Dalai Lama. Among the first Tibetan Buddhist monastic communities in the West, it is&nbsp;the first Tibetan Buddhist monastery in Switzerland and western Europe.&nbsp;</p>
"
1477,NULL,Ganden (India),"<p>
	Ganden Monastery in exile, located in Karnataka in southern India, was established in 1969 by monastic communities who had been temporarily settled at <a href=""/geographies/view/Tosam-Tardo-Ling/TBRC_TOL1473"">Tosam Tardo Ling</a> in Buxa Duar. Shartse and Jangtse monastic colleges were re-established and are attended by thousands of students.&nbsp;</p>
"
1478,NULL,Ling Khamtsen (India),"<p>
	Ling Khamtsen in-exile is the residence of the Ling incarnation at <a href=""/geographies/view/Drepung-Monastery/TBRC_TOL1472"">Drepung Monastery</a> in Karnataka, southern India. It was founded in 1974 and was consecrated by the Fourteenth Dalai Lama. The <a href=""/biographies/view/Sixth-Ling-Rinpoche/TBRC_P4559"">Sixth Ling Rinpoche</a> briefly resided at the residence in Mundgod, though his primary home was at <a href=""/geographies/view/Chopra-House/TBRC_TOL1471"">Chopra House</a> in Dharamsala.&nbsp;&nbsp;</p>
"
1479,NULL,Labsum Shedrub Ling,"<p>
	Labsum Shedrub Ling, founded as the Lamaist Buddhist Monastery of America and also known as the Tibetan Buddhist Learning Center, is a non-sectarian monastery in Washington, New Jersey that was founded in 1958 by <a href=""/biographies/view/Geshe-Wangyal/TBRC_P4556"">Geshe Wangyal</a>. In 1984 a newly built temple was consecrated by the Fourteenth Dalai Lama. It is considered the first Tibetan Buddhist monastery in the United States.</p>
"
1480,G2455,Pombora Khamtsen,"<p>
	Pombora Khamtsen was one of the larger monastic residence houses at <a href=""/geographies/view/Sera-Mey-Monastery/TBRC_G237"">Sera Me</a>&nbsp;monastic college of <a href=""/geographies/view/Sera-Monastery/TBRC_TBRC-ID"">Sera Monastery</a>.&nbsp;Traditionally home to monks from Litang, Mili, Gyeltang, Samling and Gangling regions of Kham, some of its famous residents included&nbsp;the <a href=""/biographies/view/Sixty-Fifth-Ganden-Tripa-Gendun-Tsultrim/TBRC_P355"">Sixty Fifth Ganden Tripa Gendun Tsultrim</a>.</p>
"
1481,G1KR795,Ngopu Yangchen Puntsok Ling,"<p>
	Ngopu is a Geluk monastery in Jang. It was founded in 1574 as a Kagyu monastery, and converted in 1674.</p>
"
1482,G1527,Bomrak Ganden Dondrub Ling,"<p>
	Bomrak is a Geluk monastery in Jang. It was founded around 1575 as a Kagyu monastery, and converted in 1677 to the Geluk tradition.</p>
"
1486,G3091,Adu Yakgo ,"<p>
	Adu Yakgo was a Geluk monastery in Ngawa. It was established in 1395 by <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>&#39;s disciple <a href=""/biographies/view/Tsakho-Ngawang-Drakpa/TBRC_P3477"">Tsakho Ngawang Drakpa</a>.&nbsp;</p>
"
1487,G3183,Datsang,"<p>
	Datsang is a Geluk monastery in Gyarong. It was founded in 1414 by <a href=""/biographies/view/Tsakho-Ngawang-Drakpa/TBRC_P3477"">Tsakho Ngawang Drakpa</a>, a disciple of <a href=""/geographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.&nbsp;</p>
"
1488,G2706,Damtok,"<p>
	Damtok is a large Sakya monastery in the Yushu region of northwestern Kham.&nbsp;</p>
"
1489,G2715,Tridu Kelzang,"<p>
	Tridu Kelzang is a Sakya monastery in the Yushu region of northwestern Kham.&nbsp;</p>
"
1490,G515,Serjong,"<p>
	Serjong is a Sakya monastery in the Kuse region of Derge. Famous for its printing house, it was established by <a href=""/biographies/view/Pakpa-Lodro-Gyeltsen/TBRC_P1048"">Pakpa Lodro Gyeltsen</a> in the thirteenth century. In the mid-twentieth century it was the seat of <a href=""/biographies/view/Khenpo-Appey-Yonten-Zangpo/TBRC_P5949"">Khenpo Appey Yonten Zangpo</a>. Its monastic college followed the curriculum of thirteen Sanskrit classics devised by <a href=""/biographies/view/Khenpo-Zhenga/TBRC_P699"">Khenpo Zhenga</a>.&nbsp;&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
"
1491,G1647,Guzi,"<p>
	Guzi is a small Sakya monastery in the Lingtsang region of Derge. It was founded in the thirteenth century by <a href=""/biographies/view/Pakpa-Lodro-Gyeltsen/TBRC_P1048"">Pakpa Lodro Gyeltsen</a>.&nbsp;</p>
"
1492,G1KR1602,Takmo Lingkha,"<p>
	Takmo Lingkha is a Sakya monastery in the Mu valley. It was founded by <a href=""/biographies/view/Muchen-Konchok-Gyeltsen/TBRC_P1034"">Muchen Konchok Gyeltsen</a> in 1436. <a href=""/biographies/view/Lama-Dampa/TBRC_P973"">Lama Dampa</a> gave the Lamdre there in 1930s or 1940s.&nbsp;</p>
"
1493,G512,Baradrak Dondrubding,"<p>
	Baradrak Dondrubding is a monastery belonging to the Barawa Kagyu tradition in the Shang Valley. It was established by <a href=""/biographies/view/Barawa-Gelek-Pelzang/TBRC_P1932"">Barawa Gelek Pelzang</a> in the fourteenth century.&nbsp;</p>
"
1494,G2MS14675,Lumbini,"<p>
	Lumbini is the birthplace of the Buddha Śākyamuni. It is located in southern Nepal. An Ashokan pillar, dating to the third century BCE, is extant, as are a number of ruins and a tank said to be where the Buddha&#39;s mother, Mahāmāyā, bathed before giving birth.&nbsp;</p>
"
1496,G3266,Dzinda Neseb,"<p>
	Dzinda Neseb is a hermitage in the Ga region of northern Kham. It was established in the mid-nineteenth century by <a href=""/biographies/view/Ngawang-Shedrub-Gyatso/TBRC_P7667"">Ngawang Shedrub Gyatso</a> and is associated with <a href=""/geographies/view/Tarlam-Monastery/TBRC_G2552"">Tarlam Monastery</a> in Jyekundo.&nbsp;</p>
"
1497,G3269,Dzonyak Samdrub,"<p>
	Dzonyak Samdrub is a small Sakya monastery in the Ga region of Yushu, Kham. The <a href=""/biographies/view/Third-Dezhung-Rinpoche/TBRC_P7679"">Third Dezhung Rinpoche</a> studied there in the early 1920s under <a href=""/biographies/view/Gaton-Ngawang-Lekpa/TBRC_P812"">Gaton Ngawang Lekpa</a>.&nbsp;</p>
"
1498,G1KR2785,Tubten,"<p>
	Tubten is a Sakya monastery in Yushu, Kham. It was originally a Bon institution, and converted in the thirteenth century.&nbsp;</p>
"
1499,G1KR2784,Dzonggo,"<p>
	Dzonggo is a Sakya monastery in Yushu. It should not be confused with the Nyingma <a href=""/geographies/view/Dzonggo-Monastery/TBRC_G2CN10949"">Dzonggo Monastery</a> in Derge.&nbsp;</p>
"
1500,G4454,Jasa Lhakhang,"<p>
	Jasa Lhakhang, a temple outside of Tsetang, was in existence by the ninth century. It contains an image of Vairocana that is said to have been sponsored by Pelkortsen, Langdarma&#39;s grandson. Over the centuries it has been associated with the Kadam tradition and later the Sakya.&nbsp;</p>
"
1501,NULL,Druk Dechen Chokhor,"<p>
	Dechen Chokhor is a Drukpa Kagyu monastery in southern Tibet. It was founded in the sixteenth century by the <a href=""/biographies/view/First-Dechen-Yongdzin,-Ngawang-Zangpo/TBRC_P874"">First Dechen Yongdzin, Ngawang Zangpo</a>.&nbsp;</p>
"
1502,NULL,Karma Chokhor Dechen Ling,"<p>
	Karm&eacute; Ch&ouml;khor Dechen Ling is a nunnery above Rumtek in Sikkim that was initiated by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> in the 1970s. It was completed by 1985.</p>
"
1504,G4732,Ka-Nying Shedrub Ling,"<p>
	Ka-Nying Shedrub Ling is a monastery located near the Boudha stūpa in Kathmandu, Nepal. It was established on orders of the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a> to <a href=""/biographies/view/Tulku-Urgyen-Rinpoche/TBRC_P9901"">Tulku Urgyen Rinpoche</a>, whose sons, Chokyi Nyima and Chokling, took on leadership roles in the institution.&nbsp;</p>
"
1506,NULL,Karma Migyur Ling,"<p>
	Karma Migyur Ling is a Karma Kagyu Buddhist center in Montchardon, France. It was founded in 1975 by the <a href=""/biographies/view/Sixteenth-Karmapa,-Rangjung-Rigpai-Dorje/TBRC_P865"">Sixteenth Karmapa, Rangjung Rigpai Dorje</a>. Lama Teunsang was appointed spiritual director in 1976. It was built on land donated by a student of <a href=""/biographies/view/Kalu-Rinpoche/TBRC_P938"">Kalu Rinpoche</a>, Jean-Pierre Schnetzler.&nbsp;</p>
"
1507,NULL,Dhagpo Kagyu Ling,"<p>
	Dhagpo Kagyu Ling is a Kagyu Buddhist center in Dordogne, France that was founded in 1975 under the direction of Lamas Gendun and Jigme Tsewang on the orders of the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a>. It is considered the European seat of the Karma Kagyu tradition under&nbsp;Trinley Thaye Dorje, one of two claimants to the title of Seventeenth Karmapa.&nbsp;</p>
"
1508,NULL,Buddhistisk Center Kobenhavn,"<p>
	Buddhistisk Center K&oslash;benhavn, or Buddhist Center Copenhagen, was founded in 1972 by Ol&eacute; and Hannah Nydahl in Copenhagen, Denmark. After a visit from the Sixteenth Karmapa, the center made plans to move to a larger facility, with the move completed by 1975.&nbsp;</p>
"
1509,NULL,Karma Triyana Dharmachakra,"<p>
	Karma Triyana Dharmachakra is a Karma Kagyu monastery and Buddhist center located in Woodstock, New York. It was founded in with the sponsorship of&nbsp;Dr. C. T. Shen (1913-2007) in 1976 by the <a href=""/biographies/view/Sixteenth-Karmapa/TBRC_P865"">Sixteenth Karmapa</a>. It is considered the North American seat of the Karma Kagyu tradition under Ogyen Trinley Dorje, one of two claimants to the title of Seventeenth Karmapa.&nbsp;</p>
"
1510,NULL,Khampa Gar (Tashi Jong),"<p>
	Khampagar is a Drukpa Kagyu monastery founded in 1958 by the&nbsp;<a href=""/biographies/view/Khamtrul-Rinpoche/TBRC_P848"">Eighth Kamtrul Rinpoche</a>, who fled the seat of the Khamtrul incarnation at <a href=""/geographies/view/Khampa-Gar/TBRC_G50"">Khampa Gar</a> monastery&nbsp;in Chamdo as a result of the Communist occupation of Tibet. Originally based in Kalimpong, the exile monastery moved to its present location in Tashi Jong, Himachal Pradesh, India in 1969.</p>
"
